Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"Francis C.M., Saurola P.","57213793241;6603203877;","Estimating age-specific survival rates of tawny owls - Recaptures versus recoveries",2002,"Journal of Applied Statistics","29","1-4",,"637","647",,15,"10.1080/02664760120108584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036150108&doi=10.1080%2f02664760120108584&partnerID=40&md5=7e8f05fc6eeff6682deb01cc8b140c16","We compared estimates of annual survival rates of tawny owls (Strix aluco) ringed in southern Finland from several different sampling methods: recoveries of birds ringed as young; recaptures of birds ringed as young; recoveries of birds ringed as adults as well as young; combined recoveries and recaptures of birds ringed as young, and combined recoveries and recaptures of birds ringed as adults and young. From 1979 to 1998, 18040 young owls were ringed, of which 983 were recaptured as breeders in subsequent years during this period, and 1764 were recovered dead at various locations. In addition, 1751 owls were ringed as adults, of which 612 were later recaptured and 199 were recovered dead. First-year survival rates estimated using only recoveries of birds ringed as young averaged 48%, while apparent survival rates estimated using only recaptures from birds ringed as young averaged 10-13%. Use of combined recapture-recovery models, or supplementary information from recoveries of birds ringed as adults, produced survival estimates of 30-37%. Survival estimates from young-recoveries-only models were biased high, because of violation of the assumption of constant recovery rates with age: birds dying in their first-year were one-third less likely to be found and reported than older birds. In contrast, recaptures-only models confounded emigration with mortality. Despite these differences in mean values, annual fluctuations in estimated first-year survival rates were similar with all models. Estimates of adult survival rates were similar with all models, while those for second-year birds were similar for all models except recaptures-only. These results highlight the potential biases associated with analysing either recaptures or recoveries alone of birds ringed as young, and the benefits of using combined data.",Article,"Final","",Scopus,2-s2.0-0036150108
"Spendelow J.A., Nichols J.D., Hines J.E., Lebreton J.-D., Pradel R.","6601997133;35601925200;7201521910;7102957083;7003520954;","Modelling postfledging survival and age- specific breeding probabilities in species with delayed maturity: A case study of Roseate Terns at Falkner Island, Connecticut",2002,"Journal of Applied Statistics","29","1-4",,"385","405",,65,"10.1080/02664760120108764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036148221&doi=10.1080%2f02664760120108764&partnerID=40&md5=f9a2242d305ea7710804dde57b8cf6ab","We modelled postfledging survival and age-specific breeding probabilities in endangered Roseate Terns (Sterna dougallii) at Falkner Island, Connecticut, USA using capture-recapture data from 1988-1998 of birds ringed as chicks and as adults. While no individuals bred as 2-year-olds during this period, about three-quarters of the young that survived and returned as 3-year-olds nested, and virtually all surviving birds had begun breeding by the time they reached 5 years of age. We found no evidence of temporal variation age of first breeding of birds from different cohorts. There was significant temporal variation in the annual survival of adults and the survival over the typical 3-year maturation period of prebreeding birds, with extremely low values for both groups from the 1991 breeding season. The estimated overwinter survival rate (0.62) for adults from 1991-1992 was about three-quarters the usual rate of about 0.83, but the low survival of fledglings from 1991 resulted in less than 25% of the otherwise expected number of young from that cohort returning as breeding birds; this suggests that fledglings suffered a greater proportional decrease in survival than did adults. The survival estimates of young from 1989 and 1990 show that these cohorts were not negatively influenced by the events that decimated the young from 1991, and the young from 1992 and 1993 had above-average survival estimates. The apparent decrease since 1996 in development of fidelity of new recruits to this site is suspected to be due mainly to nocturnal disturbance and predation of chicks causing low productivity.",Article,"Final","",Scopus,2-s2.0-0036148221
"Nisbet I.C.T., Cam E.","7006615249;7004170523;","Test for age-specificity in survival of the common tern",2002,"Journal of Applied Statistics","29","1-4",,"65","83",,54,"10.1080/02664760120108467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036148070&doi=10.1080%2f02664760120108467&partnerID=40&md5=410b6245c595bc0f98e597c12a713aa4","Much effort in life-history theory has been addressed to the dependence of life-history traits on age, especially the phenomenon of senescence and its evolution. Although senescent declines in survival are well documented in humans and in domestic and laboratory animals, evidence for their occurrence and importance in wild animal species remains limited and equivocal. Several recent papers have suggested that methodological issues may contribute to this problem, and have encouraged investigators to improve sampling designs and to analyse their data using recently developed approaches to modelling of capture-mark-recapture data. Here we report on a three-year, two-site, mark-recapture study of known-aged common terns (Sterna hirundo) in the north-eastern USA. The study was nested within a long-term ecological study in which large numbers of chicks had been banded in each year for > 25 years. We used a range of models to test the hypothesis of an influence of age on survival probability. We also tested for a possible influence of sex on survival. The cross-sectional design of the study (one year's parameter estimates) avoided the possible confounding of effects of age and time. The study was conducted at a time when one of the study sites was being colonized and numbers were increasing rapidly. We detected two-way movements between the sites and estimated movement probabilities in the year for which they could be modelled. We also obtained limited data on emigration from our study area to more distant sites. We found no evidence that survival depended on either sex or age, except that survival was lower among the youngest birds (ages 2-3 years). Despite the large number of birds included in the study (1599 known-aged birds, 2367 total), confidence limits on estimates of survival probability were wide, especially for the oldest age-classes, so that a slight decline in survival late in life could not have been detected. In addition, the cross-sectional design of this study meant that a decline in survival probability within individuals (actuarial senescence) could have been masked by heterogeneity in survival probability among individuals (mortality selection). This emphasizes the need for the development of modelling tools permitting separation of these two phenomena, valid under field conditions in which the recapture probabilities are less than one.",Article,"Final","",Scopus,2-s2.0-0036148070
"Berenguer M., Prieto M., Juan F.S., Rayón J.M., Martinez F., Carrasco D., Moya A., Orbis F., Mir J., Berenguer J.","7006141848;7202098479;36784318200;6603023808;7402220274;7006934760;57205865864;6505798749;7006354487;35356870600;","Contribution of donor age to the recent decrease in patient survival among HCV-infected liver transplant recipients",2002,"Hepatology","36","1",,"202","210",,564,"10.1053/jhep.2002.33993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18444415726&doi=10.1053%2fjhep.2002.33993&partnerID=40&md5=52ed73e991230282b07be5240c42cd3e","Recurrent hepatitis occurs in the majority of patients undergoing liver transplantation for hepatitis C virus (HCV) cirrhosis, with progression to cirrhosis in up to 30% after 5 years. Based on these data, a decrease in survival can be anticipated with prolonged follow-up. Furthermore, posttransplantation HCV-fibrosis progression has been shown in recent years to increase. Our aims were (1) to describe the natural history of HCV-infected recipients, particularly to determine whether survival has decreased in recent years; (2) to compare this outcome with that observed in non-HCV-infected cirrhosis controls; and (3) to determine the factors associated with disease severity and survival. Among 522 cirrhotic patients undergoing transplantation between 1991 and 2000, 283 (54%) were infected with HCV. Yearly biopsies were performed in these recipients and at 1 and 5 years in the remainder. With similar follow-up, the percentage of deaths in the HCV(+) group was significantly higher than in the HCV(-) group (37% vs. 22%, P < .001), and patient survival was lower (77%, 61%, 55% vs. 87%, 76%, 70% at 1, 5, and 7 years, respectively; P = .0001). Although survival has increased in the HCV(-) group in recent years, it has significantly decreased in HCV recipients (P < .0001). The main cause of death among the latter was decompensated graft cirrhosis (n = 23/105, 22%), whereas that of HCV(-) patients was infections (n = 10/52, 19%). Reasons for the recent worse outcome in HCV(+) recipients include the increased donor age and stronger immunosuppression. In conclusion, patient survival is lower among HCV(+) recipients than among HCV(-) ones and has been decreasing in recent years. The aging of donors is a major contributor to this worse outcome.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-18444415726
"King B.H.","56017473400;","Offspring sex ratio and number in response to proportion of host sizes and ages in the parasitoid wasp Spalangia cameroni (Hymenoptera: Pteromalidae)",2002,"Environmental Entomology","31","3",,"505","508",,19,"10.1603/0046-225X-31.3.505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036627384&doi=10.1603%2f0046-225X-31.3.505&partnerID=40&md5=d47d97c7e2646092f9f58785aa2280ba","In rearing parasitoids for biological control releases and in natural populations, female parasitoids may encounter variable distributions of host quality. Here I examine how the proportion of hosts that are small versus large or old versus young affects sex ratio and offspring production of the parasitoid wasp Spalangia cameroni Perkins parasitizing Musca domestica L. pupae. With increasing proportion of small hosts or old hosts, overall number of offspring did not significantly decrease and the overall proportion that were male (i.e., from small and large hosts combined) did not significantly increase. A greater proportion of sons from small versus large and from old versus young hosts was not restricted to the case of equal numbers of different host types. The proportion of sons produced from small hosts as well as the proportion of sons from large hosts decreased as the proportion of small hosts increased, and the proportion of sons produced from young hosts decreased as the proportion of old hosts increased. These results are relevant to recommendations for rearing S. cameroni for biological control releases and to testing evolutionary sex ratio theory, specifically a combined host-quality and local mate competition model.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-0036627384
"Mitro M.G., Zale A.V.","6602268133;6701651369;","Seasonal survival, movement, and habitat use of age-0 rainbow trout in the Henrys Fork of the Snake River, Idaho",2002,"Transactions of the American Fisheries Society","131","2",,"271","286",,38,"10.1577/1548-8659(2002)131<0271:SSMAHU>2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036221268&doi=10.1577%2f1548-8659%282002%29131%3c0271%3aSSMAHU%3e2.0.CO%3b2&partnerID=40&md5=fc44df6ce5bbb6b1747be0335b367204","We quantified seasonal abundances, apparent survival rates, movements, and habitat use of age-0 rainbow trout Oncorhynchus mykiss in a 25-km reach of the Henrys Fork of the Snake River, Idaho, to determine what factors limit recruitment to the population. Natural production of rainbow trout occurred in each year of the study (1995-1997) and ranged from 158,000 to 306,000 age-0 fish each summer. No significant loss of age-0 rainbow trout occurred between summer and autumn; suitable habitat was present throughout the channel in all reaches and supported large abundances of age-0 rainbow trout through this period. The greatest losses (77-100%) occurred during winter and primarily involved fish from center-channel macrophyte beds. Most river sections, which had only simple bank habitat, did not support any age-0 rainbow trout through the entire winter. Overwinter survival was greatest (18-23%) in Box Canyon, a river section characterized by complex bank habitat, high gradient, and large substrate. Fish that were marked in river sections with simple bank habitat in autumn had moved to sections with complex bank habitat by the following spring. Winter habitat limits rainbow trout recruitment in the Henrys Fork.",Article,"Final","",Scopus,2-s2.0-0036221268
"Shen-Miller J., Schopf J.W., Harbottle G., Cao R.-J., Ouyang S., Zhou K.-S., Southon J.R., Liu G.-H.","6602160181;7006291287;56243878100;8366509300;55178759000;56307279200;7005895771;55706497600;","Long-living lotus: Germination and soil γ-irradiation of centuries-old fruits, and cultivation, growth, and phenotypic abnormalities of offspring",2002,"American Journal of Botany","89","2",,"236","247",,67,"10.3732/ajb.89.2.236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036189802&doi=10.3732%2fajb.89.2.236&partnerID=40&md5=308bb84e94e8a0cf7c97453ce9e454af","Sacred lotus (Nelumbo nucifera) has been cultivated as a crop in Asia for thousands of years. An ∼ 1300-yr-old lotus fruit, recovered from an originally cultivated but now dry lakebed in northeastern China, is the oldest germinated and directly 14C-dated fruit known. In 1996, we traveled to the dry lake at Xipaozi Village, China, the source of the old viable fruits. We identified all of the landmarks recorded by botanist Ichiro Ohga some 80 yr ago when he first studied the deposit, but found that the fruits are now rare. We (1) cataloged a total of 60 lotus fruits: (2) germinated four fruits having physical ages of 200-500 yr by 14C dating; (3) measured the rapid germination of the old fruits and the initially fast growth and short dormancy of their seedlings; (4) recorded abnormal phenotypes in their leaves, stalks, roots, and rhizomes; (5) determined γ-radiation of ∼ 2.0 mGy/yr in the lotus-bearing beds; and (6) measured stratigraphic sequences of the lakebed strata. The total γ-irradiation of the old fruits of 0.1-3 Gy (gray, the unit of absorbed dosage defined as 1 joule/kg; 1 Gy = 100 rad), evidently resulting in certain of the abnormal phenotypes noted in their seedlings, represents the longest natural radiobiology experiment yet recorded. Most of the lotus abnormalities resemble those of chronically irradiated plants exposed to much higher irradiances. Though the chronic exposure of the old fruits to low-dose γ-radiation may be responsible in part for the notably weak growth and mutant phenotypes of the seedlings, it has not affected seed viability. All seeds presumably repair cellular damage before germination. Understanding of repair mechanisms in the old lotus seeds may provide insight to the aging process applicable also to other organisms.",Article,"Final","",Scopus,2-s2.0-0036189802
"Tarín J.J., Pérez-Albalá S., Pérez-Hoyos S., Cano A.","7005215392;6602376428;21641399000;26038387000;","Postovulatory aging of oocytes decreases reproductive fitness and longevity of offspring",2002,"Biology of Reproduction","66","2",,"495","499",,60,"10.1095/biolreprod66.2.495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036157107&doi=10.1095%2fbiolreprod66.2.495&partnerID=40&md5=dc252b1027be1cb57722e48d40279142","We analyzed the long-term effects of postovulatory aging of mouse oocytes on reproductive fitness and longevity of offspring. Hybrid (C57BL/6JIco × CBA/JIco) parental generation (F0) females were artificially inseminated at 13 h (∼1 h postovulation) or 22 h (∼10 h postovulation) after GnRH injection. Reproductive fitness of first generation (F1) females was tested from the age of 28 wk until the end of their reproductive life. In males, the testing period ranged from the age of 2 yr until their natural death. Experimental F1 females exhibited longer between-labor intervals, decreased frequency of litters, and lower total number of litters and offspring born. Experimental second generation (F2) pups displayed teratogenic defects, higher preweaning mortality, and decreased body weight at weaning. Incidence of infertility was higher in experimental F1 males, which translated into lower total number of offspring born when compared with the control group. Life expectancy of F1 offspring was decreased in the experimental group. These results clearly show that postovulatory aging of mouse oocytes decreases reproductive fitness and longevity of offspring.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-0036157107
"Daunt F., Monaghan P., Wanless S., Harris M.P.","6602282526;7102503350;7006670738;7404204111;","Parental age and offspring ectoparasite load in european shags Stictocarbo aristotelis",2001,"Ardea","89","3",,"449","455",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035716005&partnerID=40&md5=d6468b79a4e148d0afe579de579e3618","While age related improvements in breeding success have been reported in many avian species, the underlying mechanisms are not well understood. Ectoparasite load can have a significant deleterious effect on many aspects of host fitness. If younger breeders carry high parasite loads, and this has a detrimental effect on their chicks, this could contribute to the poorer breeding success of younger pairs. We measured loads of the conspicuous ectoparasitic louse Eidemanniella pellucida (Phthiraptera: Amblycera) on chicks reared by young and older breeding Shags Stictocarbo aristotelis. Since young Shags breed relatively late in the season, and lay smaller eggs, we used a cross-fostering procedure to control for environmental and egg quality effects on chick louse loads. We found that, independent of breeding period and whether the chicks hatched from eggs laid by young or older birds, broods raised by young pairs carried a significantly higher louse load than those raised by older pairs. In our data set, we could not detect an effect of louse load on offspring growth and survival when controlling for parental age in the statistical analysis. However, to examine this fully, an experimental manipulation would be required to break the otherwise close relationship between parental age and louse numbers.",Article,"Final","",Scopus,2-s2.0-0035716005
"Pärt T.","7003423871;","Experimental evidence of environmental effects on age-specific reproductive success: The importance of resource quality",2001,"Proceedings of the Royal Society B: Biological Sciences","268","1482",,"2267","2271",,83,"10.1098/rspb.2001.1803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035823853&doi=10.1098%2frspb.2001.1803&partnerID=40&md5=bb4201bbf5b410971d342a71f1b01b2d","Age-specific access to high-quality resources (e.g. territory or nest site) might be an important determinant for improved reproductive performance with increasing age. I experimentally investigated the effects of territory quality versus other age-related improvements in breeding competence (e.g. foraging skills, breeding experience and local knowledge) on age-specific reproductive success. Territory quality (i.e. territory field layer height) was manipulated in year 2 of northern wheatears (Oenanthe oenanthe) that were breeding in the same territory in two consecutive years. Changing territory quality by changing field layer height had a strong effect on within-individual change in the reproductive success of wheatears. This effect was mainly due to a corresponding change in nest predation risk. When territory quality was kept constant (i.e. no between-year change in territory field layer height), within-individual reproductive success did not change between subsequent years. Thus, age-related improvements in foraging skills, breeding experience and local familiarity had no significant effect on within-individual changes in reproductive success. Increased reproductive success with increased age in northern wheatears is therefore mainly explained by an improved access to high-quality territories with increasing age. I conclude that age-dependent access to high-quality breeding resources might be a widespread phenomenon in nature.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-0035823853
"Cervantes F., Barosi G., Hernández-Boluda J.-C., Marchetti M., Montserrat E.","56117863100;7006254277;57218493493;8588578000;55431625100;","Myelofibrosis with myeloid metaplasia in adult individuals 30 years old or younger: Presenting features, evolution and survival",2001,"European Journal of Haematology","66","5",,"324","327",,26,"10.1034/j.1600-0609.2001.066005324.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034971782&doi=10.1034%2fj.1600-0609.2001.066005324.x&partnerID=40&md5=41648e4b23d86180b20f4254dc6b9270","Myelofibrosis with myeloid metaplasia (MMM) usually affects older people and is associated with a median survival of 3.5-5 yr. Survival of MMM patients 55 yr old or younger is longer, but there is no information on the youngest subset. The presenting features, evolution and survival were analyzed in 9 patients with MMM aged 30 yr or less, representing 2.8% of two series including 323 cases. Age ranged from 17 to 30 yr; 3 patients were males and 6 females. Five patients were asymptomatic and none had constitutional symptoms. Anemia was observed in 4 patients, being severe in only one. The WBC count was normal in 7 patients and 2 had mild leukocytosis; moderate thrombocytosis was observed in 7 patients. No patient showed blood blast cells or bone marrow cytogenetic abnormalities. With a median follow-up of 6.8 (range 0.8-28) yr, 2 patients died 10.7 and 9.9 yr from diagnosis, one from complications of bone marrow transplantation performed after progression of the disease and the other from gastrointestinal bleeding secondary to portal hypertension. Among remaining patients, one developed Budd-Chiari syndrome, another was lost to follow-up at 3 yr, and 5 remain asymptomatic and currently without treatment (one had been splenectomized at diagnosis). These results indicate that in most young adults with MMM the disease presents without adverse prognostic factors and may remain stable for years, which may be of interest when considering the treatment of such patients.",Article,"Final","",Scopus,2-s2.0-0034971782
"Anisimov V.N., Khavinson V.Kh., Mikhalski A.I., Yashin A.I.","7203083897;7102273938;7007077963;35556113500;","Effect of synthetic thymic and pineal peptides on biomarkers of ageing, survival and spontaneous tumour incidence in female CBA mice",2001,"Mechanisms of Ageing and Development","122","1",,"41","68",,42,"10.1016/S0047-6374(00)00184-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035062763&doi=10.1016%2fS0047-6374%2800%2900184-6&partnerID=40&md5=3a3ea25e2e48df369248c67113fb6f19","Fifty female CBA mice were injected s.c. either with 0.1 ml saline, or with synthetic thymic dipeptide Lys-Glu or with synthetic pineal tetrapeptide Ala-Glu-Asp-Gly both in a single dose of 0.1 μg/animal monthly for five consecutive days from the age of 6 months until natural death. Lys-Glu did not significantly influence the body weight and food consumption, free radical processes and estrus function in mice and did increase their physical activity with the subsequent decrease in spontaneous lung adenomas incidence. The pineal peptide treatment was failed to modify the food consumption and physical strength of mice, and was followed by the increase in the body weight, mean survival (by 5.3%, P < 0.05) and maximum (by 10 months), by slow down of the ageing of estrus function, by the decrease in body temperature, physical activity, free radical processes and spontaneous tumor incidence (mainly, lung adenomas) in mice. These data suggest the geroprotector potential of the pineal peptide. © 2001 Elsevier Science Ireland Ltd.",Article,"Final","",Scopus,2-s2.0-0035062763
"Magrath R.D.","7004612446;","Group breeding dramatically increases reproductive success of yearling but not older female scrubwrens: A model for cooperatively breeding birds?",2001,"Journal of Animal Ecology","70","3",,"370","385",,66,"10.1046/j.1365-2656.2001.00498.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035015928&doi=10.1046%2fj.1365-2656.2001.00498.x&partnerID=40&md5=3ecdcc755e4496a76141a97297ae58fa","1. Many studies of cooperatively breeding birds have found no effect of group size on reproductive success, contrary to predictions of most adaptive hypotheses. A model is proposed for variation in group-size effects: group size has a reduced effect on success when conditions for breeding are good, such as in good environmental conditions or in groups with older breeders. This hypothesis is tested with a case study of white-browed scrubwrens Sericornis frontalis and a review of the literature. 2. The scrubwren is a cooperatively breeding passerine with male helpers. Previous analyses revealed no effect of group size on reproductive success, but those analyses were restricted to groups with older females (Magrath & Yezerinac 1997). Here 7 years' data are used to contrast the effect of group size on reproductive success for yearling and older females. 3. Yearling females breeding in groups had more than double the seasonal reproductive success than those breeding in pairs, even after controlling for territory quality. However, group size still had no effect on the reproductive success of older females. Yearling females tended to survive better in groups, but older females tended to survive better in pairs, emphasizing this pattern. 4. Yearlings breeding in pairs were more likely to be found on poor-quality territories than those breeding in groups, exaggerating the already-strong effect of group size on yearling success. Older females were not affected significantly by territory quality. 5. Group size, territory quality and female age affected different components of seasonal reproductive success. Group size increased the success of individual nesting attempts, while both territory quality and female age affected the length of the breeding season, and thus the number of breeding attempts. 6. A sample of the literature on cooperative breeders shows that group size has a larger effect on reproductive success in poorer conditions, caused either by younger, inexperienced breeders or poorer environmental conditions. Scrubwrens therefore illustrate a widespread pattern, which provides an explanation for much of the variation in group-size effects among and within species. Clearly single estimates of group-size effects for species can be inadequate to test ideas about the evolution of cooperative breeding.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-0035015928
"Simmons M.L., Lamborn K.R., Takahashi M., Chen P., Israel M.A., Berger M.S., Godfrey T., Nigro J., Prados M., Chang S., Barker F.G., II, Aldape K.","57196811653;7006173788;7406845097;7408356263;7201824409;7404268112;7005795537;7006102140;7102738132;7405603707;35402696600;7003279836;","Analysis of complex relationships between age, p53, epidermal growth factor receptor, and survival in glioblastoma patients",2001,"Cancer Research","61","3",,"1122","1128",,249,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035111058&partnerID=40&md5=79642e8404452b1afb5c218fcde7208b","Glioblastoma multiforme (GBM) carries a dismal prognosis. However, a range of survival times exists, and parameters that define prognostic groups may help to optimize treatment. To identify such prognostic groups, we analyzed tumor tissue from 110 cases of newly diagnosed GBM from two clinical protocols. Similar to other studies, we found no association of epidermal growth factor receptor (EGFR) overexpression (as assessed by immunohistochemistry), p53 immunopositivity, or p53 mutation with survival in the entire sample. However, EGFR overexpression showed trends toward worse prognosis in patients younger than the median age, but better prognosis in patients older than the median age. This interaction of EGFR with age group was statistically significant and led us to focus our further analyses on the younger patients. In this group, a statistically significant association of EGFR overexpression with worse survival was identified in the p53-negative but not p53-positive tumors. We found a similar result after screening these cases for mutations in p53: EGFR overexpression was negatively associated with survival only in the p53 wild-type cases. To confirm this unexpected result, this finding was reproduced in a validation sample of an additional 42 tumors from younger patients on the same two clinical protocols. This complex relationship between EGFR and p53 in younger patients remained in a multivariate analysis that incorporated additional prognostic variables. The results suggest that analysis of prognostic markers in GBM is complex, and maximal information may require analysis of subgroups based on age and the status of specific markers such as p53. In addition, they suggest a specific group of patients on which to focus promising therapies targeting EGFR.",Article,"Final","",Scopus,2-s2.0-0035111058
"Fasola M., Zhang Y., Zhao D., Dong Y., Wang H.","7004110215;57207480158;55475688400;55644153300;57219321501;","Age-assortative mating related to reproductive success in Black-crowned Night Herons",2001,"Waterbirds","24","2",,"272","276",,9,"10.2307/1522041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035694185&doi=10.2307%2f1522041&partnerID=40&md5=6624e2c2bc1fd8ba80ffb710ba45fc56","Age-assortative mating occurs frequently in birds, and may be produced by active selection for older and more successful mates, but also simply by age-related differences in breeding time, or by mate fidelity, without age-related selection. We describe the occurence of age-assortative breeding in the Black-crowned Night Heron (Nycticorax nycticorax) near Wuxi, China. Throughout the whole breeding season, 59% of the breeders were adults i.e., birds older than two years, and 41% were younger birds in juvenile plumage i.e., birds in their second year. Most of 206 pairs were strictly assorted by age, and only 2.4% had one adult and one juvenile. A part of this assortment was due to age-related differences in the breeding period, but even when this seasonality is accounted for, the observed frequency of mixed pairs is much lower than expected. Mate fidelity is not likely to account for the observed assortment. We conclude that the strict age assortment we observed in Black-crowned Night Herons is to be ascribed to active mate selection by age. Reproductive success was higher for pairs of adults than for those in juvenile plumage, while no difference was found for egg size, chick condition or asymmetry. Pairing between adults may therefore be adaptive because it enhances reproductive success. The high frequency of Black-crowned Night Herons breeding in juvenile plumage in China (41%) contrasts sharply with the situation in other parts of the species range, where birds in juvenile plumage rarely breed, are even seldom seen near colonies, and are believed to remain in their wintering areas. Received 2 February 2001, accepted 25 March 2001.",Article,"Final","",Scopus,2-s2.0-0035694185
"Harrington L.C., Buonaccorsi J.P., Edman J.D., Costero A., Kittayapong P., Clark G.G., Scott T.W.","7101723071;7003655733;35557173700;7004351138;7004004858;7402875045;7402144111;","Analysis of survival of young and old Aedes aegypti (Diptera: Culicidae) from Puerto Rico and Thailand",2001,"Journal of Medical Entomology","38","4",,"537","547",,105,"10.1603/0022-2585-38.4.537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035404603&doi=10.1603%2f0022-2585-38.4.537&partnerID=40&md5=c6abcd1bf04ec8ffc71c58564b7e3b8b","It generally is assumed that the daily probability of survival of wild adult mosquitoes is independent of age. To test this assumption we conducted mark-release-recapture studies in Puerto Rico and Thailand to determine if estimated daily survival rates between two different age cohorts of the dengue vector Aedes aegypti (L.) were the same. Survivorship was estimated with nonlinear regression analysis using bootstrapping to obtain estimates of errors. Initial recapture success of the younger cohort was greater than the older cohort at both locations. Our analysis revealed a significantly greater survival rate for the younger cohort of females in Puerto Rico, and no significant differences between age cohorts in Thailand. For comparison, a traditional approach for analyzing these type of data, linear regression of log-transformed captures over time (exponential model), was used to calculate the probability of daily survival based on slopes of linear regression lines for recaptured mosquitoes. With this method, the estimated daily survival rate of older females (13-23 d old) was significantly greater than survival of younger ones (3-13 d old) in Puerto Rico and Thailand. In addition, short-range movement of mosquitoes was observed in Puerto Rico; maximum dispersal distance detected was 79 m. Survival rates of adult Ae. aegypti may be age-dependent and nonlinear regression analysis is a sensitive approach for comparing patterns of mosquito survival based on mark, single release, multiple recapture data.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-0035404603
"He C.Z., Sun D., Tra Y.","7402285080;7403968369;16231990900;","Bayesian modeling of age-specific survival in nesting studies under dirichlet priors",2001,"Biometrics","57","4",,"1059","1066",,13,"10.1111/j.0006-341X.2001.01059.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035181063&doi=10.1111%2fj.0006-341X.2001.01059.x&partnerID=40&md5=c9dbe15f3c769e23b7391b471480c442","There has been much work done in nest survival analysis using the maximum likelihood (ML) method. The ML method suffers from the instability of numerical calculations when models having a large number of unknown parameters are used. A Bayesian approach of model fitting is developed to estimate age-specific survival rates for nesting studies using a large class of prior distributions. The computation is done by Gibbs sampling. Some latent variables are introduced to simplify the full conditional distributions. The method is illustrated using both a real and a simulated data set. Results indicate that Bayesian analysis provides stable and accurate estimates of nest survival rates.",Article,"Final","",Scopus,2-s2.0-0035181063
"Tavecchia G., Pradel R., Boy V., Johnson A.R., Cézilly F.","6601990039;7003520954;6602122276;7410012764;7005297819;","Sex- and age-related variation in survival and cost of first reproduction in Greater Flamingos",2001,"Ecology","82","1",,"165","174",,120,"10.1890/0012-9658(2001)082[0165:SAARVI]2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035133493&doi=10.1890%2f0012-9658%282001%29082%5b0165%3aSAARVI%5d2.0.CO%3b2&partnerID=40&md5=15420c907f288feec2894964931b4145","We analyzed survival of breeding Greater Flamingos, Phoenicopterus ruber roseus, using the capture histories of 2000 breeding birds ringed as chicks and resighted at their natal colony in the Camargue, southern France. As found in previous analyses, recapture probability varied according to year, sex, and age of the bird, and annual survival was strongly affected by winter severity. However, by using a much larger data set than in earlier analyses, we detected previously nonsignificant effects. Indeed, for the first time, sex and age of the bird were found to influence annual survival probability. We tested the hypothesis that the observed sex-related difference in survival corresponded to asymmetric costs of reproduction. A model including a cost of first observed reproduction on survival in young females only provided the best fit to the data and explained the majority of the sex-related difference in survival of birds <7 yr old. Because a cost of reproduction may be partially masked by birds that have already bred undetected, we estimated the proportion of experienced females among those observed breeding for the first time. This proportion varied with the age of the birds and was used to calculate the expected cost of early recruitment. Such a cost of early reproduction may have contributed to the evolution of deferred breeding in females. Survival of experienced females was higher than that of males, with the difference being more pronounced in early age classes. Age had a significant positive effect on survival probability of birds.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-0035133493
